Frequency,Amplitude
0.0,307703.0
1.3054830287206267,94685.65432623755
2.6109660574412534,49833.768866743914
3.9164490861618804,34893.12735405098
5.221932114882507,20144.69608071399
6.527415143603133,21782.262691584463
7.832898172323761,20896.864256085653
9.138381201044387,10673.29244604551
10.443864229765014,11924.863256325541
11.74934725848564,16971.639055320982
13.054830287206267,6119.362771850387
14.360313315926893,9672.732240335969
15.665796344647521,8518.875172721468
16.971279373368148,4148.877159650392
18.276762402088774,8788.468195288917
19.5822454308094,7757.49086805053
20.887728459530027,4626.330549727957
22.193211488250654,9350.97722505693
23.49869451697128,5876.936459545328
24.804177545691907,7123.542433418883
26.109660574412533,5049.036464676898
27.41514360313316,6089.251849430995
28.720626631853786,4468.234114929591
30.026109660574413,3484.237322778703
31.331592689295043,4963.890180414748
32.637075718015666,4217.645257885727
33.942558746736296,4932.7881295736415
35.24804177545692,436.25827720167314
36.55352480417755,6798.365883135857
37.85900783289817,1207.5348549255723
39.1644908616188,4522.8311288955365
40.469973890339425,1450.4730292266786
41.775456919060055,6974.852479917501
43.080939947780685,1803.3048962606072
44.38642297650131,2685.884832261196
45.69190600522194,2736.43101844813
46.99738903394256,2077.2841051239143
48.30287206266319,4666.774009734469
49.608355091383814,4723.415736633694
50.913838120104444,1603.028269262693
52.21932114882507,4795.044145445038
53.5248041775457,1843.204303213674
54.83028720626632,4762.487111783168
56.13577023498695,274.0021471118415
57.44125326370757,3693.8957118356193
58.7467362924282,2036.2777250047538
60.052219321148826,2230.6646142071827
61.357702349869456,2536.61997473548
62.663185378590086,3717.8312266953626
63.96866840731071,1330.2714355475118
65.27415143603133,2004.0391006246743
66.57963446475196,1468.64402297825
67.88511749347259,4300.639589242655
69.19060052219322,1013.2608899995427
70.49608355091384,2713.026444774762
71.80156657963447,1376.5969702023474
73.1070496083551,1797.8024926192302
74.41253263707573,2869.4132145244203
75.71801566579634,1237.0856407591466
77.02349869451697,3525.0981816981016
78.3289817232376,958.5814228958532
79.63446475195823,3077.9172216564834
80.93994778067885,1333.8899150074233
82.24543080939948,903.8371932960872
83.55091383812011,3470.784790503781
84.85639686684074,1463.6599851532224
86.16187989556137,3678.065608650475
87.46736292428199,1360.4275604555587
88.77284595300262,2394.532545016923
90.07832898172325,1633.7318163620064
91.38381201044388,1444.0002430437107
92.68929503916449,3909.836334521625
93.99477806788512,1252.2087679566464
95.30026109660575,446.0983737094414
96.60574412532638,1514.0247511376447
97.911227154047,2074.7646355945117
99.21671018276763,1808.3900391460845
100.52219321148826,1351.6437473948063
101.82767624020889,1255.1885966474767
103.1331592689295,1026.1763543780562
104.43864229765013,1099.361131098299
105.74412532637076,2484.472236358782
107.0496083550914,1171.0014294548957
108.35509138381202,583.6999231235159
109.66057441253264,2136.543973867556
110.96605744125327,917.7950167894567
112.2715404699739,2287.5974299329723
113.57702349869453,1043.466196241884
114.88250652741515,958.0629699348734
116.18798955613578,1096.0474076948167
117.4934725848564,1194.7141881479877
118.79895561357704,1676.415364485883
120.10443864229765,452.4003191053149
121.40992167101828,1370.4039015442468
122.71540469973891,1662.7255293990331
124.02088772845954,2027.4676073466987
125.32637075718017,777.0022740841841
126.63185378590079,1196.555517134299
127.93733681462142,1028.4142421161978
129.24281984334203,1504.036195145546
130.54830287206266,599.2865835462933
131.8537859007833,2635.155377962617
133.15926892950392,510.66950521727574
134.46475195822455,1054.00882386631
135.77023498694518,1572.5154810432552
137.0757180156658,944.4907195222163
138.38120104438644,2030.4327327424671
139.68668407310705,727.1537490747867
140.99216710182768,2331.5011935746998
142.2976501305483,1364.410861456151
143.60313315926894,2981.3977094203124
144.90861618798957,486.26557234745377
146.2140992167102,553.7143461336395
147.51958224543083,1865.6780613003202
148.82506527415146,400.8696337908467
150.13054830287209,2055.783705039487
151.4360313315927,954.0312352746907
152.74151436031332,1548.985055787661
154.04699738903395,1621.6218176914392
155.35248041775458,958.7423762122509
156.6579634464752,1687.7007084720926
157.96344647519584,1021.9273160236194
159.26892950391647,800.3808835046814
160.5744125326371,1102.4792954527727
161.8798955613577,1518.7854409468177
163.18537859007833,909.1022458322043
164.49086161879896,548.3522132489525
165.7963446475196,1460.2585804872488
167.10182767624022,1204.8479124553346
168.40731070496085,1425.5423596350258
169.71279373368148,573.0919460545672
171.0182767624021,865.5884364374647
172.32375979112274,694.3187945204551
173.62924281984334,1619.5451175675767
174.93472584856397,1230.0301880224213
176.2402088772846,540.2430168512799
177.54569190600523,641.542386102412
178.85117493472586,860.988192440073
180.1566579634465,1608.9837847695612
181.46214099216712,1875.6537347545636
182.76762402088775,231.3514236392677
184.07310704960835,1071.625995746244
185.37859007832898,495.750848043399
186.6840731070496,1471.4000648968915
187.98955613577024,2154.724966841469
189.29503916449087,613.3650165000413
190.6005221932115,894.9586813575773
191.90600522193213,332.7799006502757
193.21148825065276,2036.883654961455
194.5169712793734,204.84286192669978
195.822454308094,1969.673251168803
197.12793733681463,600.5325787151271
198.43342036553526,1120.6531832059575
199.73890339425589,1556.6841298339825
201.04438642297652,262.1061167312658
202.34986945169715,1831.1460978214818
203.65535248041778,442.2451678719601
204.9608355091384,1511.950366281258
206.266318537859,525.4433673039757
207.57180156657964,1412.028161037206
208.87728459530027,912.4269866101754
210.1827676240209,919.0658538405105
211.48825065274153,1705.2881131809
212.79373368146216,1105.2126676273986
214.0992167101828,1106.3858751194625
215.40469973890342,313.7005206344891
216.71018276762405,1402.7104197018518
218.01566579634465,996.3916241945826
219.32114882506528,1242.298342952987
220.6266318537859,630.1955626313136
221.93211488250654,1524.7128686671795
223.23759791122717,642.7682033785414
224.5430809399478,910.7805775362526
225.84856396866843,1193.5374003605914
227.15404699738906,529.1071187157353
228.45953002610966,305.1447295854727
229.7650130548303,887.7639636634112
231.07049608355092,881.3607573213619
232.37597911227155,1638.6491988754894
233.68146214099218,681.8818112891701
234.9869451697128,1721.403346137953
236.29242819843344,1070.1748098217163
237.59791122715407,1579.963040999423
238.9033942558747,622.428100246816
240.2088772845953,432.82670847333065
241.51436031331593,1881.2522147581278
242.81984334203656,2118.4357887302554
244.1253263707572,872.0955660019504
245.43080939947782,1493.4760933428777
246.73629242819845,529.535024386141
248.04177545691908,1813.258486160029
249.3472584856397,863.2583402980314
-249.3472584856397,863.2583402980468
-248.04177545691908,1813.258486160023
-246.73629242819845,529.5350243861399
-245.43080939947782,1493.4760933428772
-244.1253263707572,872.0955660019499
-242.81984334203656,2118.4357887302435
-241.51436031331593,1881.2522147581362
-240.2088772845953,432.8267084733351
-238.9033942558747,622.4281002468272
-237.59791122715407,1579.9630409994209
-236.29242819843344,1070.1748098217201
-234.9869451697128,1721.4033461379554
-233.68146214099218,681.8818112891655
-232.37597911227155,1638.6491988754788
-231.07049608355092,881.3607573213649
-229.7650130548303,887.7639636633965
-228.45953002610966,305.1447295854795
-227.15404699738906,529.1071187157391
-225.84856396866843,1193.537400360595
-224.5430809399478,910.7805775362576
-223.23759791122717,642.7682033785421
-221.93211488250654,1524.7128686671797
-220.6266318537859,630.1955626313103
-219.32114882506528,1242.2983429530018
-218.01566579634465,996.3916241945875
-216.71018276762405,1402.7104197018452
-215.40469973890342,313.7005206344953
-214.0992167101828,1106.3858751194646
-212.79373368146216,1105.212667627406
-211.48825065274153,1705.2881131808979
-210.1827676240209,919.0658538405061
-208.87728459530027,912.4269866101746
-207.57180156657964,1412.0281610372108
-206.266318537859,525.4433673039755
-204.9608355091384,1511.9503662812579
-203.65535248041778,442.2451678719631
-202.34986945169715,1831.1460978214755
-201.04438642297652,262.10611673126647
-199.73890339425589,1556.684129833977
-198.43342036553526,1120.6531832059466
-197.12793733681463,600.5325787151287
-195.822454308094,1969.6732511687974
-194.5169712793734,204.8428619266978
-193.21148825065276,2036.8836549614587
-191.90600522193213,332.7799006502793
-190.6005221932115,894.9586813575788
-189.29503916449087,613.3650165000429
-187.98955613577024,2154.724966841473
-186.6840731070496,1471.4000648968834
-185.37859007832898,495.75084804339514
-184.07310704960835,1071.6259957462405
-182.76762402088775,231.35142363927793
-181.46214099216712,1875.6537347545502
-180.1566579634465,1608.983784769559
-178.85117493472586,860.988192440067
-177.54569190600523,641.5423861024154
-176.2402088772846,540.2430168512828
-174.93472584856397,1230.0301880224245
-173.62924281984334,1619.5451175675776
-172.32375979112274,694.3187945204643
-171.0182767624021,865.5884364374651
-169.71279373368148,573.0919460545613
-168.40731070496085,1425.5423596350379
-167.10182767624022,1204.8479124553562
-165.7963446475196,1460.2585804872738
-164.49086161879896,548.352213248939
-163.18537859007833,909.1022458322084
-161.8798955613577,1518.7854409468077
-160.5744125326371,1102.4792954527784
-159.26892950391647,800.3808835046829
-157.96344647519584,1021.9273160236263
-156.6579634464752,1687.7007084720874
-155.35248041775458,958.7423762122451
-154.04699738903395,1621.621817691437
-152.74151436031332,1548.9850557876696
-151.4360313315927,954.0312352746905
-150.13054830287209,2055.783705039482
-148.82506527415146,400.8696337908478
-147.51958224543083,1865.6780613003223
-146.2140992167102,553.714346133632
-144.90861618798957,486.26557234745866
-143.60313315926894,2981.397709420317
-142.2976501305483,1364.4108614561512
-140.99216710182768,2331.501193574697
-139.68668407310705,727.1537490747929
-138.38120104438644,2030.4327327424671
-137.0757180156658,944.4907195222147
-135.77023498694518,1572.5154810432598
-134.46475195822455,1054.0088238663125
-133.15926892950392,510.66950521726733
-131.8537859007833,2635.1553779626215
-130.54830287206266,599.2865835462848
-129.24281984334203,1504.0361951455445
-127.93733681462142,1028.4142421162012
-126.63185378590079,1196.5555171342953
-125.32637075718017,777.0022740841996
